ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"mdl-38015098","Reproductive justice in pediatric health care: a scoping review protocol.","Arnold, Leah; Palokas, Michelle; Christian, Robin","JBI Evid Synth;22(4): 737-743, 2024 Apr 01. ","JBI Evid Synth","MEDLINE","article","en","2024","Identidade de Gênero; Instalações de Saúde; Adulto; Humanos; Feminino; Criança; Masculino; Bases de Dados Factuais; Pessoal de Saúde; Justiça Social; Literatura de Revisão como Assunto","","US","https://dx.doi.org/10.11124/JBIES-23-00169","OBJECTIVE: The objective of this scoping review is to identify the barriers and facilitators of reproductive justice in pediatric health care. INTRODUCTION: Reproductive justice is defined as the right to maintain personal bodily autonomy, to have or not have children, and to parent children in safe and sustainable communities. The reproductive justice framework is often applied to adult women in conventional care settings; however, the need for health care guided by the framework should extend to all females of reproductive age in all care settings, including pediatric settings. INCLUSION CRITERIA: This review will consider studies from 1994 to the present that report on the barriers and facilitators of reproductive justice in pediatric health care. Studies from any setting or geographic location will be included. This scoping review will include pediatric patients up to 21 years of age of any gender identity or sexual orientation who may birth a child, and their health care providers. METHODS: Database searches will include CINAHL (EBSCOhost), MEDLINE (PubMed), Embase (Elsevier), and Web of Science Core Collection. Sources of unpublished studies and gray literature to be searched include MedNar and ProQuest Dissertation and Theses Science and Engineering Collection (ProQuest). The JBI methodology for scoping reviews will be followed. Data extracted will include details about the title, authors, year of publication, type of evidence, participants, context, and concept. The extracted data will be presented in diagrammatic or tabular format in a manner that aligns with the objective and questions of the scoping review. REVIEW REGISTRATION: Open Science Framework https://osf.io/d5vf9.",20231128,22,4,10.11124/JBIES-23-00169,2689-8381,,
"mdl-37806472","Reproductive care in community health centers: Multi-method evaluation of the Illinois Contraceptive Access Now (ICAN!) demonstration program.","Wolff, Hillary; McHugh, Ashley; Qadir, Sameen; Lassar, Meg; Tao, Kai; Stulberg, Debra B","Contraception;129: 110305, 2024 01. ","Contraception","MEDLINE","article","en","2024","Anticoncepcionais; Saúde Pública; Recém-Nascido; Feminino; Humanos; Adolescente; Adulto Jovem; Adulto; Pessoa de Meia-Idade; Estudos Retrospectivos; Anticoncepção/métodos; Illinois; Acessibilidade aos Serviços de Saúde","Community health center; Contraceptive care; Federally qualified health center; Reproductive justice; Reproductive wellbeing","US","https://dx.doi.org/10.1016/j.contraception.2023.110305","OBJECTIVES: Nearly one-third of low-income women of reproductive age in the U.S. receive care in federally qualified community health centers, but comprehensive reproductive care is not consistently provided. Illinois Contraceptive Access Now (ICAN!) is an initiative addressing the access gap to high-quality contraceptive care with a focus on normalizing reproductive health screening for patients in federally qualified community health centers (FQHCs). STUDY DESIGN: This multi-method program evaluation used the Reach, Effectiveness, Adoption, Implementation, Maintenance (RE-AIM) framework, with retrospective and prospective data collection from three Illinois FQHCs who participated as Quality Hubs, and from a Community Advisory Board. We conducted descriptive analysis of patient surveys using the Person-Centered Contraceptive Counseling (PCCC) measure (n = 142); clinician and staff pre-and post-training surveys (n = 210); and Community Advisory Board surveys (n = 8) collecting quantitative and qualitative feedback. We ran logistic regression on claims data from 15- to 49-year-old patients identified as female at birth (n = 103,756). RESULTS: Reach assessment showed patients receiving contraceptive or preconception care increased from 1063 per month in 2020 to 1236 per month in 2021 (16% increase), while general volume increased 2%. Effectiveness showed most patients (78%) described the quality of contraceptive counseling as ""excellent"" on the PCCC. Adoption assessment showed knowledge increases after clinical training on Modern Contraception (85% pre-training, 95% post-training) and Reproductive Justice (RJ) (58% pre-training, 70% post-training). Implementation assessment found that most Community Advisory Board members felt ICAN! was responsive to community needs. CONCLUSIONS: The ICAN! demonstration year increased provider knowledge and volume of reproductive care at three Illinois FQHCs. IMPLICATIONS: Contraceptive access initiatives that operationalize same day access to birth control methods while training FQHC providers on RJ and modern contraception, show promise on several measures. Early evidence from ICAN! indicates increased reproductive health service provision, as well as increases in provider knowledge of RJ and modern contraceptive care.",20231008,129,,10.1016/j.contraception.2023.110305,1879-0518,,
"mdl-38044847","Supports and services available to at-risk mothers and their children in maternity residences: a scoping review protocol.","Edwards, Rosann; Hamilton, Catherine; Keeping Burke, Lisa; Goudreau, Alex","JBI Evid Synth;2023 Dec 04. ","JBI Evid Synth","MEDLINE","article","en","2023","","","US","https://dx.doi.org/10.11124/JBIES-23-00186","OBJECTIVE: The objective of this scoping review is to identify, categorize, and map the types of supports and services available to at-risk mothers and their children in maternity residences. A secondary objective is to identify and map the measures used to evaluate the efficacy of these supports and services. INTRODUCTION: Pregnant and parenting women and their children experiencing complex challenges related to the social determinants of health, including unstable housing and poverty, are at high-risk for long-term negative health and socioeconomic outcomes. Maternity residences may provide supports and services that improve this population's outcomes, however, there is little understanding of what services are offered and how efficacious they may be. A comprehensive overview of supports and services in maternity residences, as well as identifying the measures used to evaluate the efficacy of the supports and services, will provide the foundation to evaluate these services and outcomes and inform the development of future maternity residential programs. INCLUSION CRITERIA: Studies including pregnant and parenting women and gender-diverse individuals who are housed in, or accessing the services of, maternity residences in politically stable high-income countries due to challenges rooted in the social determinants of health will be considered for inclusion. We define maternity residences as any agency with a residential component offering supports/services to this population. METHODS: This review will be conducted in accordance with JBI methodology for scoping reviews. The data will be analyzed using a quantitative descriptive analysis approach. The data analysis and discussion will informed by the Social Determinants of Health, Reproductive Justice, Harm Reduction, and Health in All Policies frameworks.",20231204,,,10.11124/JBIES-23-00186,2689-8381,,
"mdl-37750671","Reproductive Justice as a Framework for Abortion Care.","Hall, Bianca; Akwatu, Cynthia; Danvers, Antoinette A","Clin Obstet Gynecol;66(4): 655-664, 2023 12 01. ","Clin Obstet Gynecol","MEDLINE","article","en","2023","Aborto Induzido; Aborto Legal; Feminino; Gravidez; Humanos; Acessibilidade aos Serviços de Saúde; Direitos Humanos; Justiça Social","","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10840704","This article presents an in-depth analysis of abortion access and rights within the Reproductive Justice framework, underscoring the health, social, and economic consequences of limited access. It emphasizes the critical role of abortion as essential, safe health care and highlights the complexities surrounding abortion decisions and the barriers faced by poor and historically marginalized populations. Amid the escalating access restrictions, the article concludes with a call to action for obstetricians and gynecologists and our allied health care providers to recognize, support, and advocate for safe, legal, and affordable abortion services as fundamental to health care equity and human rights.",20230926,66,4,10.1097/GRF.0000000000000811,1532-5520,,
"mdl-37678895","The Power of Language in Hospital Care for Pregnant and Birthing People: A Vision for Change.","Barcelona, Veronica; Horton, Rose L; Rivlin, Katherine; Harkins, Sarah; Green, Coretta; Robinson, Kenya; Aubey, Janice J; Holman, Anita; Goffman, Dena; Haley, Shaconna; Topaz, Maxim","Obstet Gynecol;142(4): 795-803, 2023 10 01. ","Obstet Gynecol","MEDLINE","article","en","2023","Comunicação; Idioma; Feminino; Gravidez; Humanos; Hospitais; Políticas; Reprodução","","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10510792","Language is commonly defined as the principal method of human communication made up of words and conveyed by writing, speech, or nonverbal expression. In the context of clinical care, language has power and meaning and reflects priorities, beliefs, values, and culture. Stigmatizing language can communicate unintended meanings that perpetuate socially constructed power dynamics and result in bias. This bias may harm pregnant and birthing people by centering positions of power and privilege and by reflecting cultural priorities in the United States, including judgments of demographic and reproductive health characteristics. This commentary builds on relationship-centered care and reproductive justice frameworks to analyze the role and use of language in pregnancy and birth care in the United States, particularly regarding people with marginalized identities. We describe the use of language in written documentation, verbal communication, and behaviors associated with caring for pregnant people. We also present recommendations for change, including alternative language at the individual, clinician, hospital, health systems, and policy levels. We define birth as the emergence of a new individual from the body of its parent, no matter what intervention or pathology may be involved. Thus, we propose a cultural shift in hospital-based care for birthing people that centers the birthing person and reconceptualizes all births as physiologic events, approached with a spirit of care, partnership, and support.",20230907,142,4,10.1097/AOG.0000000000005333,1873-233X,,
"mdl-37665507","The afterlife of "doing medicine": Birth planning, chronic illness, and regeneration among the Lisu on the China-Myanmar border.","Lau, Ting Hui","Med Anthropol Q;37(4): 354-366, 2023 12. ","Med Anthropol Q","MEDLINE","article","en","2023","Países em Desenvolvimento; Regeneração; Humanos; Mianmar; Antropologia Médica; China; Doença Crônica; Serviços de Planejamento Familiar","China-Myanmar border; Lisu; birth planning; reproductive justice; survivance","US","https://dx.doi.org/10.1111/maq.12807","Between the late 1970s and 1990s, many indigenous Lisu people in the Nu River Valley, an Eastern Himalayan region of China bordering Myanmar and Tibet, underwent what they referred to as ""doing medicine""-abortions, vasectomies, and tubal ligations-as part of China's Birth Planning Policy. Lisu, who endured these procedures, struggle with strength loss, nervousness, and pain. Government discourses diminish the Lisu experience, arguing that the policy was lenient toward them. Lisu themselves are reticent to share their experiences but have devised new practices to care for those affected. Drawing on long-term ethnographic fieldwork, I argue that these chronic illnesses and accompanying care practices constitute everyday forms of remembering through which Lisu give shape to their experiences of cultural loss under Chinese colonization while generating new social relationships. This analysis sheds light on Indigenous experiences of birth planning in China with broader implications for understanding the bureaucratic violence of medicine.",20230904,37,4,10.1111/maq.12807,0745-5194,,
"mdl-37708214","Midwives Safeguarding Abortion Access: Establishing Medication Abortion Services.","Weintraub, Sharon A; Versace, Autumn; Winston, Liza; Graff, Brianna; Kattan, David","J Midwifery Womens Health;68(6): 764-768, 2023. ","J Midwifery Womens Health","MEDLINE","article","en","2023","Aborto Induzido; Tocologia; Estudantes de Enfermagem; Gravidez; Feminino; Humanos; Saúde da Mulher; Massachusetts","health equity; induced abortion; medical abortion; midwifery education; reproductive justice; scope of practice","US","https://dx.doi.org/10.1111/jmwh.13556","The abortion access landscape for patients has changed dramatically in the wake of the US Supreme Court Dobbs v. Jackson Women's Health Organization decision in June of 2022. In response, the Division of Midwifery at Baystate Medical Center in Springfield, Massachusetts, began a medication abortion service for both established patients and those who may seek care from out of state. This service increases access to abortion care now while also providing the clinical experience needed for student nurse-midwives to become future abortion providers. This article outlines the steps taken to implement a medication abortion service and ways it can be adopted by other midwifery practices. Strategies to address possible clinical, administrative, and logistical challenges are addressed. Finally, this article is a call to action because midwives are well qualified to provide high quality, safe, and comprehensive medication abortion within the midwifery model of care.",20230914,68,6,10.1111/jmwh.13556,1542-2011,,
"mdl-37641572","Endometriosis in the era of precision medicine and impact on sexual and reproductive health across the lifespan and in diverse populations.","Giudice, Linda C; Oskotsky, Tomiko T; Falako, Simileoluwa; Opoku-Anane, Jessica; Sirota, Marina","FASEB J;37(9): e23130, 2023 09. ","FASEB J","MEDLINE","article","en","2023","Dor Crônica; Endometriose; Adolescente; Humanos; Feminino; Idoso de 80 Anos ou mais; Medicina de Precisão; Endometriose/epidemiologia; Endometriose/terapia; Longevidade; Inteligência Artificial; Qualidade de Vida; Saúde Reprodutiva","access; biomarkers; diagnosis; diversity; endometriosis; equity; health disparities; precision medicine; therapies","US","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503213","Endometriosis is a common estrogen-dependent disorder wherein uterine lining tissue (endometrium) is found mainly in the pelvis where it causes inflammation, chronic pelvic pain, pain with intercourse and menses, and infertility. Recent evidence also supports a systemic inflammatory component that underlies associated co-morbidities, e.g., migraines and cardiovascular and autoimmune diseases. Genetics and environment contribute significantly to disease risk, and with the explosion of omics technologies, underlying mechanisms of symptoms are increasingly being elucidated, although novel and effective therapeutics for pain and infertility have lagged behind these advances. Moreover, there are stark disparities in diagnosis, access to care, and treatment among persons of color and transgender/nonbinary identity, socioeconomically disadvantaged populations, and adolescents, and a disturbing low awareness among health care providers, policymakers, and the lay public about endometriosis, which, if left undiagnosed and under-treated can lead to significant fibrosis, infertility, depression, and markedly diminished quality of life. This review summarizes endometriosis epidemiology, compelling evidence for its pathogenesis, mechanisms underlying its pathophysiology in the age of precision medicine, recent biomarker discovery, novel therapeutic approaches, and issues around reproductive justice for marginalized populations with this disorder spanning the past 100 years. As we enter the next revolution in health care and biomedical research, with rich molecular and clinical datasets, single-cell omics, and population-level data, endometriosis is well positioned to benefit from data-driven research leveraging computational and artificial intelligence approaches integrating data and predicting disease risk, diagnosis, response to medical and surgical therapies, and prognosis for recurrence.",20230829,37,9,10.1096/fj.202300907,1530-6860,,
"mdl-37431805","What is Known About Reproductive Autonomy Among Justice-Involved Black Women?: A Scoping Review.","Crawford, Allison D; Ricks, Tiffany N; Polinard, Elizabeth; Abbyad, Christine W","J Transcult Nurs;34(5): 375-388, 2023 09. ","J Transcult Nurs","MEDLINE","article","en","2023","População Negra; Estabelecimentos Correcionais; Autonomia Pessoal; Prisioneiros; Direitos Sexuais e Reprodutivos; Feminino; Humanos; Estabelecimentos Correcionais/ética; Direitos Sexuais e Reprodutivos/ética; Estados Unidos; Justiça Social","discrimination; mass incarceration; reproductive justice; women's health","US","https://dx.doi.org/10.1177/10436596231183180","OBJECTIVE: There are approximately 231,000 women detained daily within the nation's jail and prison systems with women of color making up nearly half of those experiencing incarceration. The purpose of this scoping review was to synthesize the literature on the reproductive autonomy of Black women influenced by incarceration, using the three tenets of reproductive justice. METHODS: We searched PubMed, CINAHL, SocINDEX, and PsycINFO for research related to reproductive justice written in English and published in the United States from 1980 to 2022. A review of 440 article titles and abstracts yielded 32 articles for full-text review; nine articles met inclusion. RESULTS: Eight addressed Tenet 1; five mentioned Tenet 2; none addressed Tenet 3. Recognition of the influence of incarceration on the reproductive autonomy of Black women is limited. CONCLUSION: The findings from this review suggest a need to address (a) reproductive choice, (b) support goals, and (c) support of justice-involved Black women.",20230711,34,5,10.1177/10436596231183180,1552-7832,,
"mdl-37395544","Supreme Court of India judgement on abortion as a fundamental right: breaking new ground.","Jain, Dipika","Sex Reprod Health Matters;31(1): 2225264, 2023 12. ","Sex Reprod Health Matters","MEDLINE","article","en","2023","Aborto Induzido; Julgamento; Feminino; Gravidez; Humanos; Aborto Legal; Índia","abortion rights; access to abortion by adolescents; decisional bodily autonomy; decriminalisation of abortion; reproductive justice; transgender rights","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10321178","",20230703,31,1,10.1080/26410397.2023.2225264,2641-0397,,
"mdl-37326515","Restrictive points of entry into abortion care in Ireland: a qualitative study of expectations and experiences with the service.","Chakravarty, Dyuti; Mishtal, Joanna; Grimes, Lorraine; Reeves, Karli; Stifani, Bianca; Duffy, Deirdre; Murphy, Mark; Favier, Mary; Horgan, Patricia; Chavkin, Wendy; Lavelanet, Antonella","Sex Reprod Health Matters;31(1): 2215567, 2023 Dec. ","Sex Reprod Health Matters","MEDLINE","article","en","2023","Aborto Induzido; Motivação; Gravidez; Feminino; Humanos; Irlanda; Pesquisa Qualitativa; Saúde da Mulher","Republic of Ireland; abortion, care; health policy implementation; migrant health; reproductive justice; service user experience","GB","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10281397","This article focuses on access to early medical abortion care under Section 12 of the Health (Regulation of Termination of Pregnancy) Act 2018, in Ireland and identifies existing barriers resulting from gaps in current policy design. The article draws primarily on qualitative interviews with 24 service users, 20 primary healthcare providers in the community and 27 key informants, including from grassroots groups that work with women from different migrant communities, to examine service users' experiences accessing early medical abortions on request up to 12 weeks gestation. The interviews were part of a wider mixed-methods study from 2020-2021 examining the barriers and facilitators to the implementation of abortion policy in Ireland. Our findings highlight care seekers' experiences with the GP-led service provision, including delays, facing non-providers, the mandatory three-day waiting period, and oversubscribed women's health and family planning clinics. Our findings also highlight the compounding challenges for migrants and additional barriers posed by the geographical distribution of the service and the 12-week gestational limit. Finally, it focuses on the remaining challenges for racialised and other marginalised groups. In order to provide a ""thick description"" of women's lives and the complexity of their experiences with abortion services in Ireland, we also present two narrative vignettes of service users, and their experiences with delays and navigating the healthcare system as migrants. To this effect, this article applies a reproductive justice framework to the results to highlight the compounding effects of these barriers on people located along multiple axes of social inequality.",20230616,31,1,10.1080/26410397.2023.2215567,2641-0397,,
